CustomerID,Days_Since_Last_Purchase,Total_Transactions,Total_Products_Purchased,Total_Spend
15512,359,1,24,38.4
15513,31,13,512,1170.78
15514,12,10,442,774.38
15517,233,1,22,13.219999999999999
15518,64,5,37,51.89
15520,1,1,144,82.68
15521,40,8,121,286.94
15522,32,2,134,68.7
15523,84,1,1,2.08
15525,2,4,22,49.02
15526,33,1,8,6.64
15527,18,8,126,318.6
15528,254,1,39,70.67
15529,22,10,271,299.63
15530,149,3,22,56.8
15531,8,2,148,277.39
15532,25,4,51,149.54
15533,19,3,17,39.91
15535,173,3,8,55.5
15539,7,1,78,87.66
15540,11,1,72,28.080000000000002
15541,114,1,3,3.38
15543,288,1,15,7.7299999999999995
15544,9,8,249,268.0
15545,371,1,2,10.15
15547,7,13,284,504.28
15549,77,3,26,47.15
15550,106,3,42,86.19
15551,36,1,11,48.25
15552,217,1,5,16.25
15553,60,1,54,29.54
15555,12,17,403,395.76
15556,24,1,16,26.639999999999997
15557,28,1,24,50.400000000000006
15561,11,3,51,89.25
15563,22,4,88,59.230000000000004
15567,18,1,48,5.76
15568,44,2,28,15.08
15569,131,2,54,65.1
15570,36,7,98,190.74
15571,33,1,5,12.07
15572,25,5,65,129.65
15573,31,2,16,67.03999999999999
15574,177,2,35,88.26
15576,37,1,39,65.87
15577,151,2,23,76.55000000000001
15579,68,2,16,43.260000000000005
15581,156,5,17,68.99
15582,100,2,10,32.7
15584,23,4,34,69.91000000000001
15585,176,1,29,24.83
15587,50,2,72,182.16000000000003
15589,255,2,44,75.9
15592,46,1,30,37.94
15593,70,1,12,83.4
15594,15,4,32,84.44
15596,206,5,83,247.05
15597,35,1,12,15.0
15598,53,1,6,17.700000000000003
15599,26,2,100,96.64
15601,56,13,474,613.12
15602,8,6,210,201.69
15604,52,1,3,14.850000000000001
15605,36,3,42,81.9
15606,61,7,111,303.27
15607,336,1,24,4.5600000000000005
15608,60,2,77,125.51
15609,184,1,3,14.850000000000001
15610,51,1,6,17.34
15611,42,6,169,488.20000000000005
15612,36,1,1,15.0
15615,10,16,522,1074.49
15618,32,2,24,40.08
15620,56,3,50,104.48
15621,4,1,12,9.48
15622,3,8,180,307.41
15623,141,1,12,15.0
15624,135,3,81,79.17
15625,103,3,99,139.65
15626,74,1,16,10.4
15628,4,9,133,352.15000000000003
15630,45,2,38,48.24
15632,15,5,148,240.0
15634,17,1,36,45.0
15636,89,2,22,82.5
15637,52,1,64,55.720000000000006
15639,134,1,8,49.0
15640,4,13,640,1077.49
15641,105,4,110,168.3
15643,191,1,16,66.4
15644,166,4,56,82.53999999999999
15645,18,1,27,64.52000000000001
15646,157,3,64,33.71
15648,204,2,18,70.30000000000001
15651,36,2,28,35.04
15652,91,1,15,48.75
15653,92,1,576,414.71999999999997
15654,9,1,36,60.599999999999994
15655,233,2,17,38.75
15656,45,3,45,99.71
15658,197,4,15,109.15
15660,25,4,80,115.03999999999999
15664,50,1,15,47.46
15665,168,2,378,353.41999999999996
15667,39,1,48,18.72
15669,103,3,44,84.98
15670,296,1,8,10.0
15671,18,5,91,122.94
15673,88,4,192,383.16
15674,73,3,28,94.9
15676,9,4,204,286.73
15677,49,1,39,69.44999999999999
15678,52,1,20,41.6
15679,30,2,100,59.86
15680,9,3,59,81.17
15681,25,2,26,69.74000000000001
15683,117,1,3,14.850000000000001
15687,8,8,130,326.14000000000004
15689,361,1,12,15.0
15690,4,2,84,30.84
15694,8,6,130,426.7
15695,266,1,54,31.62
15696,33,6,101,214.55
15699,17,1,6,28.9
15700,173,1,13,22.28
15701,2,4,115,118.31
15703,264,1,12,23.4
15704,140,4,57,202.39
15706,75,2,47,127.95
15707,35,4,35,72.11
15708,40,7,99,271.23
15709,283,1,48,25.44
15712,9,3,15,45.65
15713,143,3,5,22.05
15714,11,2,15,29.15
15716,145,4,124,212.37
15717,234,1,12,25.200000000000003
15719,32,12,266,479.17
15720,24,1,34,69.31
15721,11,1,130,63.33
15722,35,5,80,145.45000000000002
15723,364,1,10,39.35
15724,284,1,12,23.4
15725,15,1,7,16.75
15727,16,7,360,423.24
15730,65,2,19,63.93
15732,212,1,10,20.8
15733,282,1,6,17.700000000000003
15734,114,1,16,126.34
15737,22,4,40,72.0
15738,43,9,294,525.22
15739,66,1,4,23.8
15743,37,3,11,30.05
15745,8,5,56,141.22
15746,134,1,21,49.85
15747,12,3,22,43.65
15748,40,1,8,24.7
15750,2,7,118,194.55
15752,39,7,183,176.85
15754,50,3,8,24.58
15755,74,5,116,165.76
15756,61,4,20,55.55
15757,65,2,12,53.400000000000006
15758,24,1,3,17.85
15759,358,1,4,17.0
15762,77,1,2,15.9
15763,31,2,31,116.78
15764,107,4,224,316.3
15766,64,1,12,15.0
15768,115,2,30,69.3
15769,7,10,2812,5160.6
15775,245,1,20,44.900000000000006
15776,133,1,12,7.4399999999999995
15777,241,2,15,2.400000000000002
15780,242,2,26,58.5
15782,89,1,44,221.0
15785,32,4,134,165.82
15786,46,3,329,378.32
15787,26,3,79,153.73
15789,358,1,12,5.04
15790,10,1,26,57.06
15791,43,2,44,75.94
15793,268,1,72,76.32000000000001
15795,149,1,10,20.8
15796,1,8,95,238.45
15799,75,2,25,51.17
15800,107,2,15,49.31
15801,57,2,38,102.30000000000001
15803,51,1,24,78.96000000000001
15804,0,10,248,461.81
15805,45,8,330,323.23
15806,276,1,48,25.68
15807,50,3,22,71.1
15808,306,5,147,376.35
15809,35,4,50,34.019999999999996
15810,78,5,59,90.80000000000001
15811,22,4,136,175.04
15812,151,4,147,546.6500000000001
15813,207,1,26,128.70000000000002
15814,16,4,72,213.39999999999998
15815,140,4,248,224.57999999999998
15819,49,4,113,208.69
15820,319,1,5,11.85
15821,44,2,15,57.25
15822,3,2,62,75.3
15823,337,1,-60,-126.36
15825,172,1,14,19.380000000000003
15826,56,3,172,223.96
15827,73,10,88,195.88
15829,99,2,144,87.36
15830,37,1,48,24.599999999999998
15831,58,2,140,129.7
15832,254,1,84,94.38
15834,70,3,114,255.32999999999998
15835,44,4,63,121.05000000000001
15836,50,1,7,24.45
15837,64,1,12,17.4
15838,11,7,564,1056.36
15839,33,3,94,133.54
15840,170,2,57,32.339999999999996
15841,72,4,120,249.56
15844,46,1,24,20.4
15845,17,7,215,320.17
15847,288,1,7,29.85
15850,19,2,8,11.34
15852,186,2,13,65.35
15853,51,1,16,13.77
15854,4,4,44,91.22
15855,136,4,43,55.230000000000004
15856,4,22,1073,1724.11
15857,18,1,48,40.8
15858,15,3,89,40.379999999999995
15860,98,5,13,63.980000000000004
15861,12,8,233,376.68
15862,8,4,37,78.45
15864,98,1,144,152.64000000000001
15865,88,2,77,87.92
15866,101,1,27,15.530000000000001
15867,5,15,231,375.22
15869,277,1,1,1.45
15870,32,1,19,15.29
15872,14,1,11,13.03
15874,63,7,222,382.1
15877,1,2,20,21.150000000000002
15880,369,1,37,55.88
15881,312,1,4,7.9
15883,2,2,35,100.89
15885,93,1,2,19.9
15886,60,1,6,29.700000000000003
15888,79,1,-8,-13.52
15889,156,2,4,15.95
15891,226,1,62,44.67
15894,369,1,40,26.22
15897,194,2,8,28.1
15898,1,4,63,102.79
15899,368,1,6,9.899999999999999
15900,23,1,36,21.18
15901,16,3,27,24.83
15903,26,5,308,612.24
15904,8,1,19,30.549999999999997
15906,19,5,37,192.15
15907,3,3,30,58.53
15909,173,1,12,19.799999999999997
15910,0,8,93,131.95
15916,16,8,109,127.43
15917,247,1,4,16.8
15918,190,2,18,47.3
15919,19,2,11,19.24
15920,154,2,5,11.75
15922,373,1,42,116.10000000000001
15923,372,1,7,7.65
15925,194,1,16,47.2
15930,67,1,28,81.60000000000001
15932,4,8,323,218.32999999999998
15933,21,3,108,117.11999999999999
15935,239,1,12,15.0
15937,64,1,6,17.700000000000003
15938,248,1,24,30.0
15939,134,6,600,723.0
15942,133,1,12,30.599999999999998
15944,276,1,4,15.8
15945,365,1,36,167.4
15947,82,1,42,60.900000000000006
15948,8,2,87,155.85
15949,71,1,12,35.400000000000006
15950,1,5,136,291.79
15951,1,3,62,172.97
15952,33,3,68,122.74000000000001
15953,25,5,134,277.40999999999997
15955,24,9,276,498.86
15957,31,1,36,62.14000000000001
15963,19,2,5,31.35
15965,28,2,36,82.1
15967,23,2,16,41.269999999999996
15969,49,2,26,72.9
15970,303,1,6,12.600000000000001
15971,52,4,150,304.4
15974,39,6,184,335.94
15975,84,1,28,59.0
15976,165,2,14,23.54
15977,17,2,294,150.14000000000001
15978,77,1,133,126.3
15980,88,3,114,249.77999999999997
15981,77,4,182,311.3
15983,22,4,96,149.02
15984,4,8,118,167.5
15985,236,1,24,55.68000000000001
15986,30,1,44,27.560000000000002
15987,12,3,27,53.03
15990,44,2,27,29.31
15992,3,1,1,14.95
15993,8,6,218,276.40999999999997
15994,54,1,10,27.6
15996,88,5,20,38.4
15998,36,6,111,188.8
16000,2,1,1240,2045.9999999999998
16003,29,3,76,115.22
16005,12,4,30,54.519999999999996
16006,211,1,8,33.2
16007,47,4,78,102.03
16008,23,2,27,25.549999999999997
16009,43,2,23,65.75
16010,245,3,40,71.64999999999999
16011,43,11,196,355.3
16012,35,3,35,152.75
16013,18,10,781,2601.66
16014,152,2,18,43.8
16015,3,3,193,146.91
16016,3,6,44,108.83
16017,47,1,11,31.15
16018,39,1,6,12.600000000000001
16019,1,7,68,298.7
16020,16,3,72,106.96
16022,260,1,40,73.0
16023,46,3,13,32.17
16024,12,1,27,20.830000000000002
16025,29,1,18,22.68
16026,43,1,37,36.25
16029,44,21,2622,13735.19
16030,309,1,5,18.75
16031,92,2,19,25.75
16033,5,19,371,867.5500000000001
16034,196,1,12,19.799999999999997
16036,87,2,27,47.59
16037,269,2,48,58.800000000000004
16038,7,2,42,63.3
16040,65,3,53,102.81
16042,22,5,151,172.09
16043,37,3,40,45.24
16045,119,4,98,93.65
16048,85,2,11,-7.71
16049,40,3,74,121.13
16050,173,1,60,18.0
16052,54,1,16,31.479999999999997
16053,32,2,642,147.35999999999999
16054,145,1,34,89.3
16055,220,1,2,15.9
16056,45,1,28,76.53
16057,16,5,120,243.48
16059,65,6,46,123.5
16062,133,2,61,25.62
16065,365,1,10,17.3
16066,16,4,54,146.28
16070,22,2,34,122.8
16071,44,1,30,52.5
16072,288,1,2,33.9
16076,53,5,96,147.02
16079,40,1,25,10.5
16081,56,4,59,131.65
16083,360,1,24,10.08
16084,299,1,20,48.0
16085,23,5,84,84.29
16086,59,3,76,141.78
16092,114,2,54,82.98
16094,11,4,57,79.75
16098,87,2,57,123.85
16099,137,2,26,66.9
16101,9,2,43,79.87
16102,128,1,12,20.28
16103,79,5,146,291.34000000000003
16104,61,1,2,1.9
16105,248,1,6,12.600000000000001
16107,42,3,118,266.82
16108,84,1,24,32.4
16109,218,1,36,42.36
16110,45,3,51,110.63
16112,143,1,8,10.0
16113,183,1,79,34.57
16114,170,1,12,30.300000000000004
16115,9,8,84,142.79
16116,211,1,17,44.95
16117,189,1,2,19.9
16119,8,2,34,62.10000000000001
16121,57,2,85,108.64
16122,112,2,28,45.0
16123,51,1,14,30.099999999999998
16124,317,1,4,45.8
16125,367,1,25,10.5
16126,29,3,145,685.95
16127,39,1,3,17.85
16128,36,4,66,113.0
16131,51,4,132,340.28000000000003
16133,3,22,797,1130.16
16134,21,2,28,23.479999999999997
16135,262,1,78,249.29999999999998
16136,59,2,48,20.16
16139,18,3,66,90.3
16140,65,1,40,48.0
16141,88,1,44,98.6
16142,249,1,14,27.2
16143,3,7,112,253.20000000000002
16145,40,10,430,632.36
16146,203,2,53,94.43
16147,133,1,45,59.7
16149,4,1,48,20.16
16150,42,5,104,207.68
16152,268,1,98,400.3
16153,49,4,251,345.51
16156,8,7,152,364.52000000000004
16157,15,2,155,187.17000000000002
16159,281,1,24,34.8
16160,85,1,426,240.6
16161,1,19,251,552.0
16164,24,3,57,68.63000000000001
16168,16,6,136,462.40000000000003
16169,29,3,74,109.86000000000001
16170,50,4,41,98.47
16172,95,4,68,85.7
16173,38,5,51,165.95
16174,151,1,19,45.45
16175,94,3,45,131.71
16177,50,1,2,19.9
16179,60,1,16,62.5
16180,100,8,553,977.08
16181,73,1,12,20.4
16182,130,2,300,523.0
16183,67,1,6,14.940000000000001
16184,64,3,60,101.75999999999999
16185,16,2,46,74.2
16186,22,10,239,414.09
16187,51,12,360,524.62
16188,44,2,36,55.08
16189,85,1,12,17.4
16190,40,1,16,27.04
16191,17,12,297,520.75
16193,236,1,67,44.01
16198,75,1,8,30.0
16200,4,2,22,81.41
16201,3,4,113,170.31
16202,360,1,20,25.0
16203,227,2,24,48.0
16204,23,1,32,54.2
16205,37,3,9,28.35
16206,54,4,31,44.9
16207,25,1,2,1.9
16208,44,2,7,36.89
16209,186,1,48,38.16
16210,1,10,1222,3949.8
16211,88,1,8,6.64
16212,19,2,25,67.95
16214,170,2,44,96.97999999999999
16215,80,1,22,49.5
16216,267,1,22,73.5
16217,235,2,15,40.050000000000004
16218,114,5,145,167.77
16221,36,3,29,43.7
16222,318,1,24,59.4
16224,57,4,117,196.07
16225,149,2,31,45.019999999999996
16229,87,2,14,53.8
16230,220,1,44,64.92
16232,143,2,22,64.5
16233,360,1,-4,-59.8
16235,40,2,30,64.5
16236,78,1,10,20.8
16239,166,2,24,-1.0000000000000036
16240,9,3,236,318.29
16241,9,11,155,249.5
16242,8,7,177,317.44
16243,33,1,8,27.05
16244,211,2,44,90.6
16245,23,2,44,83.0
16247,170,1,42,33.339999999999996
16248,61,1,12,24.96
16249,52,5,99,154.56
16250,261,1,3,17.85
16252,366,1,-18,-37.32
16253,66,2,198,348.26
16255,95,7,66,158.1
16256,257,2,132,151.32
16257,176,1,1,21.95
16258,45,4,92,267.0
16260,50,1,6,44.7
16261,17,4,22,68.9
16265,9,9,287,607.07
16266,136,2,52,57.0
16268,71,2,59,95.25
16270,353,1,72,55.56
16271,15,4,134,261.41
16272,116,1,30,62.400000000000006
16274,373,1,6,20.4
16275,196,1,1,12.5
16278,94,2,12,10.599999999999998
16279,21,4,107,131.15
16281,72,1,220,348.68
16282,339,1,37,38.55
16283,5,3,161,165.34
16284,31,2,25,43.85
16287,169,1,235,40.35
16292,117,2,11,15.95
16293,21,8,152,336.6
16295,9,2,98,73.56
16298,22,2,24,39.599999999999994
16302,126,1,40,39.92
16303,25,3,301,622.15
16305,138,1,12,10.2
16306,296,3,54,41.22
16309,91,2,11,5.050000000000001
16311,17,2,56,121.98
16313,3,2,18,31.499999999999996
16315,330,1,6,19.5
16316,64,6,263,283.32
16317,161,2,98,94.2
16318,35,1,36,23.400000000000002
16320,172,2,61,40.5
16321,72,2,30,88.5
16322,1,2,13,13.709999999999999
16324,128,2,36,70.7
16325,46,1,8,13.52
16326,5,10,87,349.76
16327,14,6,228,345.14
16330,17,3,1,3.3000000000000003
16332,28,7,62,147.31
16333,98,2,1896,2009.7600000000002
16338,157,1,10,20.8
16339,284,1,2,9.4
16340,107,1,50,70.41
16341,24,4,134,160.60000000000002
16342,107,3,46,99.2
16343,16,2,15,19.93
16345,44,1,20,50.61
16347,11,2,30,118.60000000000001
16348,32,5,78,149.3
16349,290,1,1,15.95
16350,64,4,36,69.89999999999999
16351,332,1,16,45.0
16352,17,1,24,34.8
16353,87,6,144,419.88
16354,73,1,21,49.05
16356,197,2,22,56.46000000000001
16357,33,2,14,61.7
16358,1,4,176,257.54
16359,176,4,77,102.9
16360,4,6,291,366.44
16361,9,4,47,96.85
16362,32,3,27,40.449999999999996
16364,11,2,24,92.96
16365,37,2,2,29.45
16366,18,1,24,89.60000000000001
16367,37,2,95,83.16
16368,2,2,22,34.78
16369,18,3,164,258.6
16370,82,4,78,111.94
16372,33,1,17,47.92
16374,66,2,17,26.15
16376,8,2,127,91.27
16379,18,2,48,84.6
16380,61,1,278,176.5
16383,74,2,18,39.5
16384,89,2,33,68.85
16385,60,3,13,38.0
16386,28,1,29,26.19
16389,205,1,58,133.29999999999998
16392,269,1,17,17.25
16393,2,13,180,365.75
16394,56,5,309,178.82999999999998
16395,60,5,149,122.59
16398,154,2,108,253.91
16399,19,2,6,17.93
16400,94,1,4,5.8
16401,14,10,226,210.14
16402,369,1,5,13.9
16404,70,1,16,20.0
16406,18,1,13,15.81
16407,12,7,133,238.05
16409,36,5,184,211.22
16411,19,2,24,38.55
16412,53,1,1,1.49
16413,56,1,23,47.65
16415,44,1,31,39.24
16416,26,3,96,85.02
16418,44,2,28,51.03
16419,112,3,6,35.3
16422,25,24,3157,3166.07
16423,24,1,46,77.34
16425,302,1,12,10.2
16426,2,8,127,174.0
16427,284,1,12,19.799999999999997
16431,213,3,46,81.91
16434,29,7,108,192.89999999999998
16438,26,4,29,56.58
16440,7,5,144,345.62
16441,67,2,10,24.9
16442,1,3,19,17.25
16444,46,4,81,111.33
16445,33,1,20,30.16
16447,135,1,4,29.299999999999997
16448,198,1,3,8.850000000000001
16449,197,2,30,87.0
16455,63,6,99,180.75
16456,99,5,149,270.53
16458,2,12,266,455.82
16460,72,2,79,43.34
16461,177,1,2,3.9
16462,73,1,8,68.0
16463,21,4,88,73.32
16464,19,3,91,133.67
16466,33,4,79,133.43
16469,23,4,24,63.54
16470,51,4,37,65.99
16473,164,2,7,22.35
16474,7,7,55,99.4
16475,273,1,18,32.7
16477,63,5,110,187.0
16478,65,1,36,15.12
16479,10,2,19,62.13
16480,75,1,35,77.42999999999999
16482,15,1,48,29.52
16483,192,1,12,32.1
16484,190,1,6,17.700000000000003
16485,77,1,14,16.5
16488,114,2,51,86.33
16491,46,1,53,52.5
16493,79,4,143,194.77
16494,296,1,128,146.24
16495,3,2,13,29.650000000000002
16496,8,3,162,161.48
16497,49,5,108,213.71
16498,162,1,7,9.05
16499,360,2,21,37.650000000000006
16503,106,4,76,139.04
16504,25,1,52,41.53
16509,296,1,6,29.700000000000003
16510,372,1,12,17.4
16511,21,3,35,89.65
16513,19,1,28,53.84
16515,91,4,34,91.68
16516,30,1,28,54.599999999999994
16518,284,1,68,105.0
16519,365,1,4,51.0
16520,186,2,10,22.599999999999998
16523,3,16,393,871.49
16525,37,11,1036,1392.66
16528,3,1,20,26.28
16529,190,1,31,50.550000000000004
16531,37,5,58,68.74
16533,19,3,36,64.44
16535,5,1,39,69.44999999999999
16536,110,1,15,36.61
16539,373,1,36,35.4
16542,53,1,18,53.1
16545,164,1,48,237.60000000000002
16546,372,1,88,165.60000000000002
16549,10,10,267,400.63
16550,108,5,108,150.88
16551,130,1,72,45.36
16553,163,6,628,459.96000000000004
16554,3,4,11,12.05
16555,35,2,16,48.0
16556,66,6,228,412.61
16557,24,1,2,13.9
16558,0,18,462,976.59
16560,26,2,46,73.25
16561,5,2,65,123.50999999999999
16563,53,1,10,44.7
16566,15,2,38,41.58
16567,194,2,66,81.7
16570,15,7,162,299.86
16571,26,4,105,114.73
16572,151,2,34,64.30000000000001
16573,84,2,25,47.99
16574,71,1,60,66.0
16581,155,1,-6,-17.700000000000003
16583,373,1,6,17.700000000000003
16584,80,2,30,72.5
16587,232,1,2,25.5
16589,71,2,18,32.7
16592,4,7,196,312.52
16593,189,1,3,11.45
16594,75,1,5,25.68
16595,61,1,85,56.879999999999995
16596,15,1,16,41.800000000000004
16600,4,3,80,46.919999999999995
16601,40,1,4,13.4
16602,36,1,36,61.8
16603,74,2,120,44.800000000000004
16607,17,10,249,310.36
16609,15,7,219,483.96
16612,32,4,71,123.31
16613,70,1,28,51.72
16614,182,1,12,24.96
16618,31,3,164,293.56
16619,263,1,12,17.4
16620,3,2,34,27.759999999999998
16621,51,3,33,108.95
16623,245,1,12,65.4
16624,80,2,69,71.71
16626,0,10,244,480.84000000000003
16627,79,1,23,76.59
16628,29,5,139,224.06
16629,73,2,104,30.95
16633,17,7,122,340.4
16637,32,4,150,147.72
16638,99,4,78,159.42000000000002
16639,31,2,42,56.10000000000001
16642,4,2,56,51.96
16643,245,1,4,15.8
16644,177,2,97,90.65
16647,204,1,4,15.0
16648,42,1,24,34.8
16650,71,1,24,30.0
16652,58,6,216,535.0600000000001
16653,71,1,104,115.35
16654,235,2,13,61.95
16655,17,6,206,323.98
16656,30,5,552,249.83999999999997
16657,9,4,79,53.660000000000004
16660,16,1,68,96.19999999999999
16666,19,1,7,5.67
16667,68,2,17,33.15
16668,116,1,12,9.959999999999999
16669,23,2,74,128.6
16670,16,9,221,367.46000000000004
16672,35,9,326,985.5
16674,54,2,11,28.05
16676,33,4,40,78.52
16678,10,10,161,241.41
16679,366,1,24,102.0
16680,43,1,2,17.0
16681,144,3,60,175.8
16682,4,3,92,76.2
16684,4,14,4954,7782.12
16685,61,1,82,38.74
16686,47,7,139,285.81
16688,43,2,78,82.44
16689,82,1,6,9.899999999999999
16692,256,1,150,1117.5
16693,68,2,26,130.1
16697,241,1,1,1.65
16700,8,13,443,590.4300000000001
16701,8,9,392,357.92
16705,11,14,650,1739.8
16706,37,3,29,69.99
16708,45,1,6,17.700000000000003
16709,84,4,66,247.4
16710,19,10,170,268.83
16711,140,2,72,338.4
16712,18,9,203,380.56
16713,18,14,407,627.9
16714,317,1,89,73.55
16717,23,6,165,252.15
16718,369,1,29,62.95
16719,14,6,124,176.13
16720,26,1,5,16.57
16721,262,1,20,30.2
16722,17,11,421,348.12
16723,107,1,5,34.68
16725,302,6,15,54.35
16726,26,4,96,113.09
16727,364,1,19,31.45
16728,46,4,129,143.38
16729,38,18,519,629.89
16730,52,3,48,39.239999999999995
16732,31,1,92,67.12
16734,52,2,81,144.81
16735,78,5,158,234.43
16742,46,1,-2,-7.5
16743,29,8,239,333.22
16744,11,7,63,117.41
16745,98,15,639,722.8100000000001
16746,4,15,544,649.55
16747,37,3,79,102.42999999999999
16748,37,3,50,91.8
16750,44,4,13,39.61
16752,372,1,12,10.2
16753,58,1,12,28.560000000000002
16755,114,3,118,163.31
16756,214,1,12,15.0
16758,65,1,42,69.3
16759,7,3,101,82.72
16762,19,1,22,52.699999999999996
16763,198,1,28,29.800000000000004
16764,3,14,159,358.74
16765,294,1,4,34.0
16766,273,2,40,114.0
16767,30,8,477,631.63
16768,103,2,3,13.55
16769,260,1,5,32.35
16770,57,4,66,66.69
16771,33,4,49,84.27
16773,57,1,62,30.900000000000002
16774,130,3,23,62.04999999999999
16775,57,7,39,122.15
16776,60,1,16,35.650000000000006
16777,80,2,7,15.58
16778,74,1,28,29.0
16779,2,18,541,989.24
16780,100,2,35,40.12
16781,372,1,1,14.95
16782,10,12,87,272.7
16788,123,2,30,79.45
16789,8,1,18,31.499999999999996
16790,3,6,29,76.65
16791,29,7,76,161.05
16792,282,1,1,3.75
16793,57,1,6,17.700000000000003
16794,1,8,59,98.61
16795,365,1,12,17.0
16796,89,1,12,9.959999999999999
16800,11,1,42,93.77
16801,163,5,54,110.15
16803,65,1,33,20.5
16804,23,2,17,80.85
16805,173,2,24,27.439999999999998
16806,103,3,35,103.22
16807,142,3,63,122.75
16808,274,1,7,16.05
16809,23,5,83,114.8
16810,192,1,18,39.900000000000006
16811,17,1,72,20.88
16812,360,1,20,206.2
16813,8,10,394,198.01999999999998
16814,14,16,259,579.12
16817,2,5,51,105.13
16818,10,9,197,310.91
16820,95,1,13,38.349999999999994
16823,227,1,15,32.75
16824,15,2,39,50.85
16825,185,1,18,70.6
16826,51,1,12,10.2
16828,112,1,4,13.0
16829,156,1,12,30.599999999999998
16830,38,1,32,41.150000000000006
16832,203,1,1,12.5
16833,1,3,43,123.35
16834,227,1,48,26.400000000000002
16835,128,2,12,36.7
16836,39,2,18,32.7
16837,31,6,134,189.57999999999998
16838,197,2,37,254.0
16839,35,16,486,1378.78
16841,36,6,304,184.66
16842,100,3,72,61.2
16843,42,11,673,666.87
16846,50,1,24,30.0
16849,186,1,14,28.82
16850,333,1,20,51.4
16852,10,2,26,21.560000000000002
16855,23,1,30,37.5
16859,106,3,97,117.28
16863,29,2,24,35.2
16866,140,1,2,1.7
16869,22,3,58,33.3
16871,22,2,64,189.20000000000002
16873,4,7,261,433.67
16875,64,6,112,199.54
16877,19,5,30,73.7
16880,30,6,49,144.27
16882,66,2,16,39.599999999999994
16883,187,2,19,33.15
16884,37,1,12,15.0
16885,15,3,14,41.339999999999996
16887,35,1,10,4.2
16889,194,3,64,77.31
16891,1,5,37,118.6
16892,1,5,18,18.14
16893,366,1,14,30.2
16895,64,1,7,16.76
16897,313,1,8,23.95
16898,26,4,-6,-11.779999999999998
16899,7,6,55,143.35
16900,63,1,51,50.97
16902,116,1,76,199.8
16903,29,1,31,45.58
16904,4,14,151,360.32
16905,5,6,107,268.23
16906,81,4,12,69.93
16907,29,5,17,59.73
16909,64,2,22,-4.92
16910,4,8,78,206.60999999999999
16912,67,7,96,212.4
16914,36,1,1,2.1
16916,23,2,58,44.38
16917,276,1,24,15.600000000000001
16918,63,3,59,139.47
16919,156,11,104,166.62
16921,61,1,37,17.990000000000002
16923,12,17,231,532.62
16924,21,3,53,129.31
16927,276,2,485,217.85
16928,86,12,167,230.65
16929,17,6,122,144.06
16930,26,2,12,7.8
16931,5,20,293,487.8
16932,53,1,5,8.82
16933,1,2,32,22.75
16934,54,2,43,92.73
16936,25,1,12,39.900000000000006
16938,180,2,100,154.15
16940,52,3,171,281.90999999999997
16942,12,7,99,185.03
16943,261,2,10,49.3
16945,31,13,232,404.57
16947,235,1,24,15.600000000000001
16948,138,3,261,109.65
16949,40,4,28,293.82
16950,56,3,74,162.35999999999999
16951,136,2,72,84.0
16952,109,1,44,60.44
16954,7,2,75,118.77000000000001
16955,184,1,22,52.7
16957,239,2,18,56.7
16959,87,1,3,12.75
16960,38,3,20,31.25
16961,116,1,14,52.5
16965,226,1,6,4.0600000000000005
16966,15,3,324,284.88
16967,189,1,24,38.4
16968,107,1,14,33.78
16969,39,2,7,32.7
16971,38,1,12,31.1
16976,267,1,16,175.2
16978,77,1,7,5.75
16979,3,6,144,226.04
16980,255,2,40,49.95
16982,60,1,30,62.7
16983,12,5,144,189.76
16984,88,2,255,523.8
16985,17,7,136,423.94
16987,3,6,62,235.05
16988,5,1,12,10.2
16989,150,1,200,110.00000000000001
16992,10,4,88,133.8
16996,353,1,16,27.04
16997,288,2,30,58.5
16998,149,1,-1,-0.48
16999,74,1,22,49.5
17001,0,11,239,410.65000000000003
17002,215,2,44,120.19999999999999
17006,4,3,26,58.3
17007,50,4,56,101.20000000000002
17010,16,1,-2,-9.9
17011,30,1,12,17.4
17014,8,3,43,106.87
17015,28,3,225,225.16
17017,9,15,719,940.93
17018,40,1,18,136.8
17019,11,4,84,125.2
17022,31,1,10,20.8
17026,369,1,12,10.2
17027,78,4,49,118.53
17031,11,2,40,66.0
17033,214,2,42,182.09999999999997
17034,16,3,124,268.2
17035,245,3,18,41.34
17037,87,1,34,55.599999999999994
17038,30,1,2,8.05
17040,137,1,6,9.899999999999999
17041,108,2,34,82.5
17042,2,5,101,114.45
17043,32,3,48,96.6
17044,25,1,48,180.0
17045,113,1,15,18.189999999999998
17046,157,1,56,64.8
17047,85,3,114,80.88
17048,117,2,58,95.19999999999999
17049,2,8,109,265.37
17050,96,6,168,317.11
17051,194,1,21,22.95
17052,28,1,42,35.9
17053,130,1,6,59.699999999999996
17054,137,4,73,156.25
17058,81,2,62,127.02
17059,29,5,264,338.02
17061,73,5,202,431.75
17062,313,4,23,45.1
17063,51,5,39,105.25
17064,58,3,39,76.85
17068,49,12,291,559.76
17069,28,8,167,268.68
17070,114,1,29,52.75
17071,28,7,133,335.15000000000003
17073,17,4,69,149.73
17075,17,4,27,72.82
17076,36,3,36,106.19999999999999
17078,36,2,87,83.44999999999999
17080,22,1,8,66.0
17081,25,2,6,15.86
17082,33,1,36,76.8
17083,109,3,72,154.16
17084,35,2,143,255.75
17085,123,4,94,205.07999999999998
17086,7,3,60,75.0
17088,72,3,77,175.59
