InvoiceNo,StockCode,Description,Quantity,InvoiceDate,UnitPrice,Country,TotalSales
558435,22568,FELTCRAFT CUSHION OWL,4,2011-06-29 12:37:00,3.75,United Kingdom,15.0
551278,22993,SET OF 4 PANTRY JELLY MOULDS,12,2011-04-27 13:13:00,1.25,Sweden,15.0
570231,22400,MAGNETS PACK OF 4 HOME SWEET HOME,12,2011-10-09 13:44:00,0.39,United Kingdom,4.68
580500,22295,HEART FILIGREE DOVE LARGE,3,2011-12-04 12:52:00,1.65,United Kingdom,4.949999999999999
547382,72819,CUPID DESIGN SCENTED CANDLES,3,2011-03-22 15:31:00,2.55,United Kingdom,7.6499999999999995
552683,21731,RED TOADSTOOL LED NIGHT LIGHT,4,2011-05-10 15:09:00,4.13,United Kingdom,16.52
565585,21213,PACK OF 72 SKULL CAKE CASES,24,2011-09-05 13:22:00,0.55,United Kingdom,13.200000000000001
544484,22750,FELTCRAFT PRINCESS LOLA DOLL,8,2011-02-21 11:10:00,3.75,United Kingdom,30.0
571737,23206,LUNCH BAG APPLE DESIGN,10,2011-10-19 10:31:00,1.65,United Kingdom,16.5
576406,23376,PACK OF 12 VINTAGE CHRISTMAS TISSUE,24,2011-11-15 11:17:00,0.39,United Kingdom,9.36
559062,22398,MAGNETS PACK OF 4 SWALLOWS,12,2011-07-06 10:09:00,0.39,United Kingdom,4.68
574856,22069,BROWN  PIRATE TREASURE CHEST ,1,2011-11-07 12:06:00,4.13,United Kingdom,4.13
562849,23202,JUMBO BAG VINTAGE LEAF,10,2011-08-10 09:52:00,2.08,United Kingdom,20.8
C574473,20749,ASSORTED COLOUR MINI CASES,-2,2011-11-04 12:05:00,7.95,United Kingdom,-15.9
558447,22411,JUMBO SHOPPER VINTAGE RED PAISLEY,100,2011-06-29 13:40:00,1.79,United Kingdom,179.0
555846,22282,12 EGG HOUSE PAINTED WOOD,2,2011-06-07 13:21:00,12.75,United Kingdom,25.5
547553,22150,3 STRIPEY MICE FELTCRAFT,3,2011-03-23 16:00:00,1.95,United Kingdom,5.85
551152,21933,PINK VINTAGE PAISLEY PICNIC BAG,5,2011-04-26 14:47:00,1.65,United Kingdom,8.25
568458,84029E,RED WOOLLY HOTTIE WHITE HEART.,4,2011-09-27 11:34:00,4.25,United Kingdom,17.0
565737,22142,CHRISTMAS CRAFT WHITE FAIRY ,4,2011-09-06 12:27:00,1.45,United Kingdom,5.8
C570902,22432,WATERING CAN PINK BUNNY,-2,2011-10-13 10:53:00,1.95,United Kingdom,-3.9
556018,23308,SET OF 60 VINTAGE LEAF CAKE CASES ,24,2011-06-08 11:57:00,0.55,United Kingdom,13.200000000000001
569722,23342,MINT DINER WALL CLOCK,2,2011-10-06 09:31:00,8.5,Australia,17.0
581492,23559,WOODLAND BUNNIES LOLLY MAKERS,5,2011-12-09 10:03:00,4.13,United Kingdom,20.65
579291,20677,PINK POLKADOT BOWL,1,2011-11-29 11:21:00,2.46,United Kingdom,2.46
551995,47566,PARTY BUNTING,2,2011-05-05 15:42:00,10.79,United Kingdom,21.58
579187,23473,WOODLAND SMALL RED FELT HEART,2,2011-11-28 15:31:00,1.63,United Kingdom,3.26
541508,47566b,TEA TIME PARTY BUNTING,1,2011-01-18 16:06:00,8.29,United Kingdom,8.29
550972,85062,PEARL CRYSTAL PUMPKIN T-LIGHT HLDR,6,2011-04-21 17:05:00,1.65,United Kingdom,9.899999999999999
564976,22151,PLACE SETTING WHITE HEART,48,2011-08-31 15:49:00,0.42,United Kingdom,20.16
576321,85183B,CHARLIE & LOLA WASTEPAPER BIN FLORA,2,2011-11-14 14:59:00,1.25,United Kingdom,2.5
547871,21930,JUMBO STORAGE BAG SKULLS,3,2011-03-27 14:28:00,1.95,United Kingdom,5.85
537887,21481,FAWN BLUE HOT WATER BOTTLE,36,2010-12-09 10:00:00,2.55,United Kingdom,91.8
560298,22365,DOORMAT RESPECTABLE HOUSE,1,2011-07-18 10:26:00,14.13,United Kingdom,14.13
566967,20679,EDWARDIAN PARASOL RED,3,2011-09-15 18:05:00,5.95,United Kingdom,17.85
554511,22379,RECYCLING BAG RETROSPOT ,1,2011-05-24 15:52:00,4.13,United Kingdom,4.13
558614,22559,SEASIDE FLYING DISC,5,2011-06-30 15:56:00,0.83,United Kingdom,4.1499999999999995
573580,84969,BOX OF 6 ASSORTED COLOUR TEASPOONS,1,2011-10-31 14:21:00,8.29,United Kingdom,8.29
552533,22697,GREEN REGENCY TEACUP AND SAUCER,6,2011-05-10 09:41:00,2.95,United Kingdom,17.700000000000003
547358,22743,MAKE YOUR OWN FLOWERPOWER CARD KIT,2,2011-03-22 12:25:00,2.95,United Kingdom,5.9
571883,23266,SET OF 3 WOODEN STOCKING DECORATION,1,2011-10-19 13:58:00,1.25,United Kingdom,1.25
569544,85049H,URBAN BLACK RIBBONS ,1,2011-10-04 16:33:00,0.83,United Kingdom,0.83
565152,84050,PINK HEART SHAPE EGG FRYING PAN,6,2011-09-01 14:42:00,1.65,United Kingdom,9.899999999999999
557034,22161,HEART DECORATION RUSTIC HANGING ,24,2011-06-16 13:50:00,0.19,United Kingdom,4.5600000000000005
541131,37340,MULTICOLOUR SPRING FLOWER MUG,1,2011-01-14 10:16:00,8.29,United Kingdom,8.29
566720,23347,I LOVE LONDON BEAKER,1,2011-09-14 12:42:00,1.25,United Kingdom,1.25
565186,16161U,WRAP SUKI AND FRIENDS,25,2011-09-01 15:56:00,0.42,United Kingdom,10.5
567619,20727,LUNCH BAG  BLACK SKULL.,10,2011-09-21 12:28:00,1.65,United Kingdom,16.5
576069,22211,WOOD STAMP SET FLOWERS,4,2011-11-13 15:57:00,0.83,United Kingdom,3.32
576840,22617,BAKING SET SPACEBOY DESIGN,1,2011-11-16 15:23:00,10.79,United Kingdom,10.79
572669,82581,TOILET METAL SIGN,1,2011-10-25 13:10:00,0.55,United Kingdom,0.55
573407,20983,12 PENCILS TALL TUBE RED RETROSPOT,24,2011-10-30 15:58:00,0.85,United Kingdom,20.4
576217,22553,PLASTERS IN TIN SKULLS,1,2011-11-14 12:56:00,1.65,United Kingdom,1.65
564346,23130,MISTLETOE HEART WREATH GREEN,6,2011-08-24 14:54:00,4.15,United Kingdom,24.900000000000002
568697,20972,PINK CREAM FELT CRAFT TRINKET BOX ,144,2011-09-28 14:57:00,1.06,United Kingdom,152.64000000000001
567915,20719,WOODLAND CHARLOTTE BAG,10,2011-09-22 17:15:00,0.85,France,8.5
560644,23298,SPOTTY BUNTING,3,2011-07-20 11:22:00,4.95,United Kingdom,14.850000000000001
574693,23571,TRADITIONAL NAUGHTS & CROSSES,2,2011-11-06 13:32:00,1.65,United Kingdom,3.3
556910,20984,12 PENCILS TALL TUBE POSY,24,2011-06-15 13:25:00,0.29,United Kingdom,6.959999999999999
570466,22170,PICTURE FRAME WOOD TRIPLE PORTRAIT,2,2011-10-10 16:03:00,6.75,United Kingdom,13.5
580521,85136A,YELLOW SHARK HELICOPTER,1,2011-12-04 14:59:00,7.95,United Kingdom,7.95
572235,23300,GARDENERS KNEELING PAD CUP OF TEA ,12,2011-10-21 14:42:00,1.65,United Kingdom,19.799999999999997
542102,22655,VINTAGE RED KITCHEN CABINET,2,2011-01-25 13:26:00,125.0,Singapore,250.0
549546,37500,TEA TIME TEAPOT IN GIFT BOX,1,2011-04-10 11:24:00,4.95,United Kingdom,4.95
558200,22384,LUNCH BAG PINK POLKADOT,1,2011-06-27 13:00:00,1.65,United Kingdom,1.65
564825,22725,ALARM CLOCK BAKELIKE CHOCOLATE,3,2011-08-30 12:26:00,7.46,United Kingdom,22.38
561614,82482,WOODEN PICTURE FRAME WHITE FINISH,12,2011-07-28 12:50:00,2.55,United Kingdom,30.599999999999998
567182,20727,LUNCH BAG  BLACK SKULL.,10,2011-09-18 15:21:00,1.65,United Kingdom,16.5
578027,85015,SET OF 12  VINTAGE POSTCARD SET,12,2011-11-22 13:29:00,0.65,United Kingdom,7.800000000000001
578688,23472, NINE DRAWER OFFICE TIDY,1,2011-11-25 09:27:00,14.95,United Kingdom,14.95
550272,22754,SMALL RED BABUSHKA NOTEBOOK ,72,2011-04-15 12:14:00,0.72,United Kingdom,51.839999999999996
548666,22292,HANGING CHICK  YELLOW DECORATION,24,2011-04-01 14:58:00,1.45,United Kingdom,34.8
563745,23308,SET OF 60 VINTAGE LEAF CAKE CASES ,24,2011-08-19 09:38:00,0.55,United Kingdom,13.200000000000001
568984,22318,FIVE HEART HANGING DECORATION,1,2011-09-29 15:57:00,2.95,United Kingdom,2.95
579777,22811,SET OF 6 T-LIGHTS CACTI ,1,2011-11-30 15:13:00,5.79,United Kingdom,5.79
536876,21108,FAIRY CAKE FLANNEL ASSORTED COLOUR,3,2010-12-03 11:36:00,5.06,United Kingdom,15.18
578804,22112,CHOCOLATE HOT WATER BOTTLE,6,2011-11-25 12:57:00,4.95,United Kingdom,29.700000000000003
563214,22386,JUMBO BAG PINK POLKADOT,1,2011-08-14 12:56:00,2.08,United Kingdom,2.08
544586,21164,HOME SWEET HOME METAL SIGN ,4,2011-02-21 15:04:00,2.95,United Kingdom,11.8
537618,48187,DOORMAT NEW ENGLAND,20,2010-12-07 13:50:00,6.75,United Kingdom,135.0
567639,22961,JAM MAKING SET PRINTED,48,2011-09-21 14:07:00,1.45,United Kingdom,69.6
541421,22867,HAND WARMER BIRD DESIGN,1,2011-01-17 17:44:00,4.13,United Kingdom,4.13
572066,82483,WOOD 2 DRAWER CABINET WHITE FINISH,16,2011-10-20 13:07:00,5.95,United Kingdom,95.2
579777,21147,JINGLE BELLS TREE DECORATION,8,2011-11-30 15:13:00,1.63,United Kingdom,13.04
550298,85099C,JUMBO  BAG BAROQUE BLACK WHITE,6,2011-04-15 16:11:00,2.08,United Kingdom,12.48
562930,71053,WHITE METAL LANTERN,4,2011-08-10 16:01:00,3.75,United Kingdom,15.0
564356,84931B,BLUE SCOTTIE DOG W FLOWER PATTERN,1,2011-08-24 15:47:00,2.55,United Kingdom,2.55
580147,22112,CHOCOLATE HOT WATER BOTTLE,24,2011-12-02 10:07:00,4.25,United Kingdom,102.0
570258,21949,SET OF 6 STRAWBERRY CHOPSTICKS,1,2011-10-10 09:56:00,2.46,United Kingdom,2.46
568197,21823,PAINTED METAL HEART WITH HOLLY BELL,24,2011-09-25 14:52:00,0.39,United Kingdom,9.36
572553,22893,MINI CAKE STAND T-LIGHT HOLDER,1,2011-10-24 17:09:00,0.83,United Kingdom,0.83
565201,22938,CUPCAKE LACE PAPER SET 6,12,2011-09-01 16:41:00,1.95,United Kingdom,23.4
539255,22422,TOOTHPASTE TUBE PEN,12,2010-12-16 14:26:00,0.65,United Kingdom,7.800000000000001
541406,22261,FELT EGG COSY WHITE RABBIT ,5,2011-01-17 15:19:00,0.85,United Kingdom,4.25
570680,22896,PEG BAG APPLES DESIGN,3,2011-10-11 15:36:00,2.55,United Kingdom,7.6499999999999995
559816,22326,ROUND SNACK BOXES SET OF4 WOODLAND ,1,2011-07-12 16:11:00,5.79,United Kingdom,5.79
574655,22605,WOODEN CROQUET GARDEN SET,1,2011-11-06 11:35:00,14.95,United Kingdom,14.95
556790,22776,SWEETHEART CAKESTAND 3 TIER,1,2011-06-14 13:48:00,9.95,United Kingdom,9.95
580664,21694,SMALL REGAL  SILVER CANDLEPOT ,6,2011-12-05 14:03:00,2.95,United Kingdom,17.700000000000003
576329,23315,IVORY REFECTORY CLOCK,1,2011-11-14 15:22:00,19.96,United Kingdom,19.96
564743,21844,RED RETROSPOT MUG,5,2011-08-28 15:17:00,2.95,United Kingdom,14.75
545696,22697,GREEN REGENCY TEACUP AND SAUCER,3,2011-03-06 14:21:00,2.95,United Kingdom,8.850000000000001
575931,23545,WRAP RED VINTAGE DOILY,25,2011-11-13 10:35:00,0.42,United Kingdom,10.5
560120,23320,GIANT 50'S CHRISTMAS CRACKER,12,2011-07-15 10:27:00,2.89,United Kingdom,34.68
558700,22554,PLASTERS IN TIN WOODLAND ANIMALS,1,2011-07-01 12:33:00,1.65,United Kingdom,1.65
556415,22192,BLUE DINER WALL CLOCK,12,2011-06-10 12:19:00,7.65,Switzerland,91.80000000000001
543108,84988,SET OF 72 PINK HEART PAPER DOILIES,4,2011-02-03 12:37:00,1.45,United Kingdom,5.8
548561,22457,NATURAL SLATE HEART CHALKBOARD ,6,2011-04-01 10:11:00,2.95,United Kingdom,17.700000000000003
547042,90210A,GREY ACRYLIC FACETED BANGLE,1,2011-03-20 11:00:00,2.9,United Kingdom,2.9
556322,22915,sold as set on dotcom,-204,2011-06-10 10:51:00,0.0,United Kingdom,-0.0
568528,22706,WRAP COWBOYS  ,25,2011-09-27 13:32:00,0.42,United Kingdom,10.5
557312,23249,VINTAGE RED ENAMEL TRIM PLATE,12,2011-06-19 15:47:00,1.65,United Kingdom,19.799999999999997
572676,23504,PLAYING CARDS JUBILEE UNION JACK,12,2011-10-25 13:30:00,1.25,United Kingdom,15.0
579557,22748,POPPY'S PLAYHOUSE KITCHEN,1,2011-11-30 11:18:00,3.29,United Kingdom,3.29
567865,22745,POPPY'S PLAYHOUSE BEDROOM ,6,2011-09-22 14:11:00,2.1,United Kingdom,12.600000000000001
568049,23087,ZINC  HEART T-LIGHT HOLDER,2,2011-09-23 12:38:00,1.25,United Kingdom,2.5
574481,23394,POSTE FRANCE CUSHION COVER,2,2011-11-04 12:45:00,3.75,United Kingdom,7.5
541238,22923,FRIDGE MAGNETS LES ENFANTS ASSORTED,6,2011-01-16 10:42:00,0.85,United Kingdom,5.1
539708,20985,HEART CALCULATOR,1,2010-12-21 12:18:00,2.51,United Kingdom,2.51
568947,21264,WHITE GOOSE FEATHER TREE 60CM ,12,2011-09-29 15:04:00,1.95,United Kingdom,23.4
546007,21231,SWEETHEART CERAMIC TRINKET BOX,2,2011-03-08 15:34:00,2.46,United Kingdom,4.92
C572113,84029E,RED WOOLLY HOTTIE WHITE HEART.,-1,2011-10-20 19:14:00,4.25,United Kingdom,-4.25
538349,22339,CHRISTMAS TREE PAINTED ZINC ,1,2010-12-10 14:59:00,1.28,United Kingdom,1.28
567866,22424,ENAMEL BREAD BIN CREAM,1,2011-09-22 14:13:00,12.75,United Kingdom,12.75
546498,72232,FENG SHUI PILLAR CANDLE,9,2011-03-14 11:44:00,0.19,United Kingdom,1.71
542109,22082,RIBBON REEL STRIPES DESIGN ,1,2011-01-25 13:44:00,4.13,United Kingdom,4.13
571713,22683,FRENCH BLUE METAL DOOR SIGN 8,1,2011-10-18 16:58:00,2.46,United Kingdom,2.46
556044,23057,GEMSTONE CHANDELIER T-LIGHT HOLDER,4,2011-06-08 12:50:00,4.95,United Kingdom,19.8
576618,23211,RED ROCKING HORSE HAND PAINTED,1,2011-11-15 17:00:00,2.46,United Kingdom,2.46
544662,22499,WOODEN UNION JACK BUNTING,1,2011-02-22 14:10:00,5.95,United Kingdom,5.95
562852,22169,FAMILY ALBUM WHITE PICTURE FRAME,4,2011-08-10 10:12:00,8.5,United Kingdom,34.0
542789,47590A,BLUE HAPPY BIRTHDAY BUNTING,12,2011-02-01 10:38:00,5.45,United Kingdom,65.4
578849,22846,BREAD BIN DINER STYLE RED ,1,2011-11-27 10:39:00,16.95,United Kingdom,16.95
550488,21179,NO JUNK MAIL METAL SIGN,7,2011-04-18 14:27:00,1.25,United Kingdom,8.75
560726,23224,CHERUB HEART DECORATION GOLD,2,2011-07-20 14:16:00,0.83,United Kingdom,1.66
540260,22035,VINTAGE CARAVAN GREETING CARD ,24,2011-01-06 09:40:00,0.42,United Kingdom,10.08
538163,82582,AREA PATROLLED METAL SIGN,1,2010-12-09 17:27:00,2.1,United Kingdom,2.1
C555729,23092,LARGE ANTIQUE WHITE PHOTO FRAME,-1,2011-06-06 16:50:00,7.9,United Kingdom,-7.9
565318,47590A,BLUE HAPPY BIRTHDAY BUNTING,6,2011-09-02 13:01:00,5.45,United Kingdom,32.7
543810,84509A,SET OF 4 ENGLISH ROSE PLACEMATS,1,2011-02-13 14:16:00,3.75,United Kingdom,3.75
566240,23337,EGG FRYING PAN MINT ,1,2011-09-11 11:29:00,2.08,United Kingdom,2.08
579442,23406,HOME SWEET HOME KEY HOLDER,2,2011-11-29 13:37:00,6.25,United Kingdom,12.5
555494,23061,VINTAGE EMBOSSED HEART,12,2011-06-03 14:33:00,1.25,United Kingdom,15.0
579885,23401,RUSTIC MIRROR WITH LACE HEART,1,2011-11-30 17:37:00,6.25,United Kingdom,6.25
563549,82580,BATHROOM METAL SIGN,7,2011-08-17 12:34:00,1.25,United Kingdom,8.75
556671,22255,FELT TOADSTOOL  SMALL,2,2011-06-13 16:33:00,0.85,United Kingdom,1.7
552376,21195,PINK  HONEYCOMB PAPER BALL ,2,2011-05-09 12:30:00,2.1,United Kingdom,4.2
C572111,22186,RED STAR CARD HOLDER,-3,2011-10-20 19:13:00,1.95,United Kingdom,-5.85
550311,21174,POTTERING IN THE SHED METAL SIGN,1,2011-04-17 11:04:00,2.08,United Kingdom,2.08
580908,21213,PACK OF 72 SKULL CAKE CASES,1,2011-12-06 13:20:00,0.55,United Kingdom,0.55
564725,23318,BOX OF 6 MINI VINTAGE CRACKERS,2,2011-08-28 12:28:00,2.49,United Kingdom,4.98
543428,21867,PINK UNION JACK  LUGGAGE TAG,4,2011-02-08 11:36:00,1.25,United Kingdom,5.0
569900,22144,CHRISTMAS CRAFT LITTLE FRIENDS,6,2011-10-06 16:17:00,2.1,United Kingdom,12.600000000000001
567661,21116,OWL DOORSTOP,1,2011-09-21 15:06:00,4.95,United Kingdom,4.95
543277,21034,REX CASH+CARRY JUMBO SHOPPER,2,2011-02-06 14:33:00,0.95,United Kingdom,1.9
553942,23170,REGENCY TEA PLATE ROSES ,12,2011-05-20 10:37:00,1.65,United Kingdom,19.799999999999997
574707,22365,DOORMAT RESPECTABLE HOUSE,10,2011-11-06 14:08:00,7.08,United Kingdom,70.8
573580,20713,JUMBO BAG OWLS,1,2011-10-31 14:21:00,4.13,United Kingdom,4.13
541422,22037,ROBOT BIRTHDAY CARD,1,2011-01-17 17:48:00,0.83,United Kingdom,0.83
557262,23154,SET OF 4 JAM JAR MAGNETS,6,2011-06-19 10:55:00,2.08,United Kingdom,12.48
537312,21181,PLEASE ONE PERSON METAL SIGN,12,2010-12-06 11:42:00,2.1,United Kingdom,25.200000000000003
C577399,22138,BAKING SET 9 PIECE RETROSPOT ,-1,2011-11-18 17:15:00,4.95,United Kingdom,-4.95
540690,47503A,ASS FLORAL PRINT MULTI SCREWDRIVER,24,2011-01-11 08:45:00,0.42,United Kingdom,10.08
570488,23265,SET OF 3 WOODEN TREE DECORATIONS,1,2011-10-10 17:12:00,2.46,United Kingdom,2.46
555095,22423,REGENCY CAKESTAND 3 TIER,16,2011-05-31 13:32:00,10.95,Spain,175.2
559424,21868,POTTING SHED TEA MUG,6,2011-07-08 12:14:00,1.25,United Kingdom,7.5
546136,20676,RED RETROSPOT BOWL,8,2011-03-09 16:32:00,1.25,United Kingdom,10.0
566290,22499,WOODEN UNION JACK BUNTING,1,2011-09-11 15:24:00,5.95,United Kingdom,5.95
581123,22866,HAND WARMER SCOTTY DOG DESIGN,12,2011-12-07 12:34:00,2.1,United Kingdom,25.200000000000003
554511,22027,TEA PARTY BIRTHDAY CARD,1,2011-05-24 15:52:00,0.83,United Kingdom,0.83
574298,21944,KITTENS DESIGN FLANNEL,1,2011-11-03 15:56:00,1.63,United Kingdom,1.63
555558,23309,SET OF 60 I LOVE LONDON CAKE CASES ,1,2011-06-05 14:06:00,0.55,United Kingdom,0.55
581352,23571,TRADITIONAL NAUGHTS & CROSSES,3,2011-12-08 12:26:00,1.65,United Kingdom,4.949999999999999
571883,23117,POPPY FIELDS CHOPPING BOARD,1,2011-10-19 13:58:00,4.95,United Kingdom,4.95
570388,23514,EMBROIDERED RIBBON REEL SALLY ,6,2011-10-10 12:37:00,2.08,EIRE,12.48
540821,22672,FRENCH BATHROOM SIGN BLUE METAL,1,2011-01-11 13:16:00,3.36,United Kingdom,3.36
557636,85099F,JUMBO BAG STRAWBERRY,1,2011-06-21 15:41:00,2.08,United Kingdom,2.08
549238,22858,EASTER TIN KEEPSAKE,6,2011-04-07 11:30:00,1.65,United Kingdom,9.899999999999999
577855,22593,CHRISTMAS GINGHAM STAR,1,2011-11-22 11:18:00,0.85,United Kingdom,0.85
575686,20725,LUNCH BAG RED RETROSPOT,10,2011-11-10 15:59:00,1.65,United Kingdom,16.5
558888,71459,HANGING JAM JAR T-LIGHT HOLDER,8,2011-07-04 15:29:00,0.85,United Kingdom,6.8
562593,21866,UNION JACK FLAG LUGGAGE TAG,3,2011-08-07 15:43:00,1.25,United Kingdom,3.75
567193,21908,CHOCOLATE THIS WAY METAL SIGN,12,2011-09-19 09:27:00,2.1,United Kingdom,25.200000000000003
539453,21906,PHARMACIE FIRST AID TIN,1,2010-12-17 17:08:00,13.57,United Kingdom,13.57
553152,23167,SMALL CERAMIC TOP STORAGE JAR ,12,2011-05-13 14:55:00,0.83,United Kingdom,9.959999999999999
576833,22578,WOODEN STAR CHRISTMAS SCANDINAVIAN,24,2011-11-16 15:08:00,0.29,United Kingdom,6.959999999999999
573347,16225,RATTLE SNAKE EGGS,2,2011-10-30 12:26:00,1.25,United Kingdom,2.5
545897,21212,PACK OF 72 RETROSPOT CAKE CASES,24,2011-03-07 17:22:00,0.55,United Kingdom,13.200000000000001
574561,21791,VINTAGE HEADS AND TAILS CARD GAME ,1,2011-11-04 15:52:00,2.46,United Kingdom,2.46
558501,22470,HEART OF WICKER LARGE,6,2011-06-30 10:19:00,2.95,United Kingdom,17.700000000000003
542598,22117,METAL SIGN HER DINNER IS SERVED ,1,2011-01-30 10:43:00,2.95,United Kingdom,2.95
563253,22191,IVORY DINER WALL CLOCK,2,2011-08-15 12:04:00,8.5,United Kingdom,17.0
561915,84836,ZINC METAL HEART DECORATION,24,2011-08-01 11:23:00,1.25,United Kingdom,30.0
568650,22752,SET 7 BABUSHKA NESTING BOXES,4,2011-09-28 11:56:00,8.5,Switzerland,34.0
577057,21990,MODERN FLORAL STATIONERY SET,1,2011-11-17 14:26:00,1.25,United Kingdom,1.25
573814,84078A,SET/4 WHITE RETRO STORAGE CUBES ,1,2011-11-01 11:31:00,39.95,United Kingdom,39.95
537346,20685,DOORMAT RED RETROSPOT,2,2010-12-06 12:21:00,7.95,United Kingdom,15.9
544673,22998,TRAVEL CARD WALLET KEEP CALM,1,2011-02-22 15:46:00,0.42,United Kingdom,0.42
575905,22441,GROW YOUR OWN BASIL IN ENAMEL MUG,8,2011-11-11 15:49:00,2.1,United Kingdom,16.8
575129,23112,PARISIENNE CURIO CABINET,2,2011-11-08 14:30:00,7.5,United Kingdom,15.0
546983,20685,DOORMAT RED RETROSPOT,2,2011-03-18 12:27:00,7.95,United Kingdom,15.9
580501,22554,PLASTERS IN TIN WOODLAND ANIMALS,2,2011-12-04 13:00:00,1.65,United Kingdom,3.3
538382,22533,MAGIC DRAWING SLATE BAKE A CAKE ,2,2010-12-12 11:37:00,0.42,United Kingdom,0.84
564166,23267,SET OF 4 SANTA PLACE SETTINGS,12,2011-08-23 13:40:00,1.25,United Kingdom,15.0
569132,22723,SET OF 6 HERB TINS SKETCHBOOK,2,2011-09-30 13:54:00,3.95,United Kingdom,7.9
547387,22698,PINK REGENCY TEACUP AND SAUCER,6,2011-03-22 16:00:00,2.95,Spain,17.700000000000003
560086,84536A,ENGLISH ROSE NOTEBOOK A7 SIZE,16,2011-07-14 16:35:00,0.42,United Kingdom,6.72
559337,23228,FILIGREE HEART BIRD WHITE ,1,2011-07-07 16:27:00,2.46,United Kingdom,2.46
562593,47599B,BLUE PARTY BAGS ,2,2011-08-07 15:43:00,2.1,United Kingdom,4.2
554981,21993,FLORAL FOLK STATIONERY SET,3,2011-05-29 12:06:00,2.95,United Kingdom,8.850000000000001
547249,22293,HANGING CHICK GREEN DECORATION,1,2011-03-22 09:27:00,2.92,United Kingdom,2.92
554906,22348,TEA BAG PLATE RED RETROSPOT,12,2011-05-27 11:41:00,0.85,United Kingdom,10.2
578844,22866,HAND WARMER SCOTTY DOG DESIGN,1,2011-11-25 16:14:00,4.13,United Kingdom,4.13
554491,21689,SILVER VANILLA  FLOWER CANDLE POT,1,2011-05-24 13:50:00,3.75,United Kingdom,3.75
564246,23206,LUNCH BAG APPLE DESIGN,10,2011-08-24 10:36:00,1.65,United Kingdom,16.5
546038,22427,ENAMEL FLOWER JUG CREAM,12,2011-03-09 10:19:00,5.45,United Kingdom,65.4
551218,22916,HERB MARKER THYME,3,2011-04-27 11:41:00,0.65,United Kingdom,1.9500000000000002
573576,85039A,SET/4 RED MINI ROSE CANDLE IN BOWL,3,2011-10-31 14:09:00,1.63,United Kingdom,4.89
578032,23273,HEART T-LIGHT HOLDER WILLIE WINKIE,12,2011-11-22 13:41:00,1.65,United Kingdom,19.799999999999997
539434,21559,STRAWBERRY LUNCH BOX WITH CUTLERY,1,2010-12-17 14:41:00,5.06,United Kingdom,5.06
C578124,21915,RED  HARMONICA IN BOX ,-1,2011-11-23 10:30:00,1.25,United Kingdom,-1.25
541421,84032A,CHARLIE+LOLA PINK HOT WATER BOTTLE,4,2011-01-17 17:44:00,3.29,United Kingdom,13.16
573153,22551,PLASTERS IN TIN SPACEBOY,84,2011-10-28 07:39:00,1.65,France,138.6
540355,84380,SET OF 3 BUTTERFLY COOKIE CUTTERS,9,2011-01-06 15:11:00,3.36,United Kingdom,30.24
555077,21166,COOK WITH WINE METAL SIGN ,4,2011-05-31 12:42:00,2.08,United Kingdom,8.32
538071,22090,PAPER BUNTING RETROSPOT,1,2010-12-09 14:09:00,5.91,United Kingdom,5.91
547498,22633,HAND WARMER UNION JACK,1,2011-03-23 12:24:00,2.1,United Kingdom,2.1
577038,85159A,"BLACK TEA,COFFEE,SUGAR JARS",1,2011-11-17 13:30:00,1.95,United Kingdom,1.95
578302,23399,HOME SWEET HOME HANGING HEART,12,2011-11-23 15:23:00,0.85,United Kingdom,10.2
552558,23148,MINIATURE ANTIQUE ROSE HOOK IVORY,12,2011-05-10 11:33:00,0.83,United Kingdom,9.959999999999999
562878,20914,SET/5 RED RETROSPOT LID GLASS BOWLS,2,2011-08-10 10:45:00,2.95,United Kingdom,5.9
556721,22690,DOORMAT HOME SWEET HOME BLUE ,10,2011-06-14 11:23:00,6.75,United Kingdom,67.5
557426,22365,DOORMAT RESPECTABLE HOUSE,1,2011-06-20 12:06:00,7.95,United Kingdom,7.95
560580,22649,STRAWBERRY FAIRY CAKE TEAPOT,16,2011-07-19 15:23:00,4.25,United Kingdom,68.0
537221,20972,PINK CREAM FELT CRAFT TRINKET BOX ,5,2010-12-05 15:54:00,1.25,United Kingdom,6.25
549847,21703,BAG 125g SWIRLY MARBLES,12,2011-04-12 14:43:00,0.42,United Kingdom,5.04
565218,23296,SET OF 6 TEA TIME BAKING CASES,8,2011-09-01 17:45:00,1.25,United Arab Emirates,10.0
564360,23198,PANTRY MAGNETIC  SHOPPING LIST,12,2011-08-24 16:13:00,1.45,Germany,17.4
568938,22988,SOLDIERS EGG CUP ,12,2011-09-29 14:46:00,1.25,United Kingdom,15.0
556916,72122,COFFEE SCENT PILLAR CANDLE,2,2011-06-15 13:35:00,0.95,United Kingdom,1.9
578704,21733,RED HANGING HEART T-LIGHT HOLDER,32,2011-11-25 11:12:00,2.55,United Kingdom,81.6
538879,21212,PACK OF 72 RETROSPOT CAKE CASES,48,2010-12-14 15:50:00,0.55,United Kingdom,26.400000000000002
540821,22379,RECYCLING BAG RETROSPOT ,1,2011-01-11 13:16:00,4.21,United Kingdom,4.21
569898,84997B,CHILDRENS CUTLERY RETROSPOT RED ,4,2011-10-06 16:08:00,4.13,United Kingdom,16.52
